Rank,Word,Occurrences,Duolingo_Words,JLPT_Words,JLPT_Level,Definitions,JLPT_Levels,Final_JLPT_Level
5361.0,乗り,31706.0,0,0,,"['riding', 'ride']",,
5362.0,具,31699.0,0,0,,"['tool', 'means']",,
5363.0,称さ,31696.0,0,0,,"['to call', 'to name']",,
5364.0,まんが,31693.0,1,0,,"['cartoon', 'comic', 'comic strip', 'manga']",,
5365.0,ずっと,31683.0,0,0,,"['continuously', 'the whole time', 'all the way', 'throughout']",,
5366.0,無限,31680.0,0,1,N2,"['infinity', 'infinitude', 'eternity']",,N2
5367.0,地質,31675.0,0,1,N2,['geological features'],,N2
5368.0,不能,31663.0,0,0,,"['impossible', 'incapable (of doing)', 'unable (to do)']",,
5369.0,上級,31655.0,0,1,N2,"['upper level', 'upper grade', 'high rank', 'advanced level', 'senior level', 'upper class']",,N2
5370.0,わざわざ,31655.0,0,1,N3,"['expressly', 'especially', 'specially', 'taking the trouble (to do)', 'going to the trouble of (doing)', ""going out of one's way (to do)""]",,N3
5371.0,格闘技,31652.0,0,0,,"['one-on-one fighting sport (without weapons)', 'combat sport', 'martial art']",,
5372.0,取り下げ,31651.0,0,0,,"['withdrawal', 'discontinuance', 'abandoning', 'dropping']",,
5373.0,国語,31636.0,0,1,N3,['national language'],,N3
5374.0,大好き,31624.0,0,1,N5,"['liking very much', 'loving (something or someone)', 'adoring', 'being very fond of']",,N5
5375.0,総長,31623.0,0,0,,"['president (of a university)', 'vice-chancellor', 'chancellor']",,
5376.0,県議会,31618.0,0,0,,['prefectural assembly'],,
5377.0,出席,31617.0,0,1,N4,"['attendance', 'presence', 'appearance']",,N4
5378.0,共和党,31614.0,0,0,,['Republican Party'],,
5379.0,眞,31602.0,0,0,,"['serious', 'earnest', 'sober', 'grave']",,
5380.0,新潮,31602.0,0,0,,['Shinchō (magazine and publisher)'],,
5381.0,スカ,31593.0,0,0,,['ska'],,
5382.0,サンフランシスコ,31592.0,0,0,,['San Francisco'],,
5383.0,ライオン,31586.0,1,0,,['lion (Panthera leo)'],,
5384.0,オーケストラ,31585.0,0,0,,['orchestra'],,
5385.0,アテネ,31582.0,0,0,,['Athens (Greece)'],,
5386.0,書式,31561.0,0,0,,"['prescribed form (of writing)', 'format']",,
5387.0,チャン,31555.0,0,0,,['counter for games of mahjong'],,
5388.0,宅,31550.0,1,1,N3,"['house', 'home']",,N3
5389.0,サークル,31548.0,0,0,,"['group with a common interest (e.g. students)', 'club (e.g. company sports club)', 'circle']",,
5390.0,三振,31540.0,0,0,,"['strikeout', 'strike out', 'fanning out']",,
5391.0,総会,31533.0,0,1,N1,['general meeting'],,N1
5392.0,立花,31524.0,0,0,,"['rikka', 'formal style of ikebana']",,
5393.0,置き換え,31523.0,0,0,,"['replacement', 'substitute', 'displacement', 'transposition', 'reset']",,
5394.0,撤去,31523.0,0,0,,"['removal', 'taking away', 'dismantling (a building, facilities, etc.)', 'withdrawal (of troops)']",,
5395.0,マイナー,31523.0,0,0,,"['minor', 'small', 'unimportant', 'obscure']",,
5396.0,ウエスト,31523.0,0,0,,"['waist', 'waistline', 'waist measurement']",,
5397.0,落とし,31519.0,0,0,,"['dropping', 'losing']",,
5398.0,ヘビー,31516.0,0,0,,['heavy'],,
5399.0,ヒト,31510.0,0,0,,"['person', 'someone', 'somebody']",,
5400.0,忍者,31504.0,1,0,,"['ninja', 'person trained in ninjutsu and employed for covert purposes in feudal Japan']",,
5401.0,川越,31503.0,0,0,,['crossing a river'],,
5402.0,国名,31502.0,0,0,,['country name'],,
5403.0,結,31498.0,0,0,,['marriage'],,
5404.0,大森,31494.0,0,0,,['large forest'],,
5405.0,杉山,31484.0,0,0,,['Takuya Sugiyama'],,
5406.0,フィート,31481.0,0,0,,"['feet', 'foot']",,
5407.0,教養,31463.0,0,1,N2,"['(understanding or appreciation of) culture', ""(one's) education"", 'cultivation', 'sophistication', 'refinement']",,N2
5408.0,箇条,31460.0,0,0,,"['item', 'article', 'clause', 'section', 'point']",,
5409.0,ウッド,31445.0,0,0,,['wood'],,
5410.0,鹿,31431.0,1,0,,"['deer (esp. the sika deer, Cervus nippon)', 'cervid']",,
5411.0,マジック,31425.0,0,0,,['magic'],,
5412.0,施工,31420.0,0,0,,"['construction', 'constructing', 'carrying out', 'work', 'formation', 'workmanship', 'execution']",,
5413.0,マイク,31420.0,0,0,,"['mike', 'mic', 'microphone']",,
5414.0,属性,31414.0,0,0,,"['attribute', 'property']",,
5415.0,ちく,31411.0,0,0,,"['district', 'area', 'zone', 'quarter', 'section', 'region']",,
5416.0,オプション,31406.0,0,0,,"['option', 'choice']",,
5417.0,使,31406.0,0,0,,['messenger'],,
5418.0,短く,31400.0,0,0,,"['shortening', 'contraction', 'reduction', 'curtailment', 'abbreviation']",,
5419.0,故障,31397.0,0,1,N4,"['fault', 'trouble', 'breakdown', 'failure', 'being out of order']",,N4
5420.0,ナチス,31395.0,0,0,,"['Nazi', 'Nationalsozialist', 'Nazi Party']",,
5421.0,憲,31392.0,0,0,,['constitution'],,
5422.0,シン,31382.0,0,0,,['thin'],,
5423.0,空襲,31380.0,0,0,,['air-raid'],,
5424.0,歌合戦,31373.0,0,0,,['singing matches'],,
5425.0,セント,31367.0,0,0,,['cent (monetary unit)'],,
5426.0,周期,31363.0,0,1,N1,"['cycle', 'period']",,N1
5427.0,コスト,31356.0,0,0,,['cost'],,
5428.0,接近,31344.0,0,1,N2,"['getting closer', 'drawing nearer', 'approaching']",,N2
5429.0,コンテ,31343.0,0,0,,['storyboard'],,
5430.0,食べる,31332.0,1,1,N5,['to eat'],,N5
5431.0,若手,31328.0,0,0,,['young person'],,
5432.0,果,31327.0,0,0,,"['phala (attained state, result)']",,
5433.0,症状,31323.0,1,1,N3,"['symptoms', 'condition (of a patient)']",,N3
5434.0,賛同,31316.0,0,0,,"['approval', 'endorsement']",,
5435.0,グラビア,31315.0,0,0,,"['gravure', 'photogravure', 'rotogravure', 'gravure picture']",,
5436.0,矢野,31308.0,0,0,,['Yano Azuma'],,
5437.0,水産,31304.0,0,1,N2,"['aquatic products', 'fisheries']",,N2
5438.0,処刑,31300.0,0,0,,['execution'],,
5439.0,東側,31296.0,0,0,,"['east side', 'east bank']",,
5440.0,働く,31287.0,0,1,N5,"['to work', 'to labor', 'to labour']",,N5
5441.0,和泉,31285.0,0,0,,['Izumi (former province located in the southwest of present-day Osaka Prefecture)'],,
5442.0,変形,31266.0,0,0,,"['transformation', 'variation', 'metamorphosis', 'modification', 'deformation', 'variety', 'deformity', 'monster']",,
5443.0,限界,31260.0,1,1,N3,"['limit', 'bound']",,N3
5444.0,墓所,31259.0,0,0,,['graveyard'],,
5445.0,見なさ,31258.0,0,0,,"['to regard (as)', 'to consider (to be)', 'to deem', 'to look upon (as)', 'to think of (as)']",,
5446.0,ジャーナル,31245.0,0,0,,"['journal', 'log']",,
5447.0,ベイ,31242.0,0,0,,['bay'],,
5448.0,当事者,31223.0,0,0,,"['person concerned', 'interested party', 'related party']",,
5449.0,吹き替え,31223.0,0,0,,"['dubbing (of a film, etc. into a different language)']",,
5450.0,文藝春秋,31212.0,0,0,,['Bungeishunju (publishing company and magazine)'],,
5451.0,補佐,31206.0,0,0,,"['aid', 'help', 'assistance', 'assistant', 'counselor', 'counsellor', 'adviser', 'advisor']",,
5452.0,チベット,31201.0,0,0,,['Tibet'],,
5453.0,フォント,31196.0,0,0,,['font'],,
5454.0,粒子,31177.0,0,0,,"['particle', 'grain']",,
5455.0,乗員,31170.0,0,0,,"['crew member', 'crewman', 'crew']",,
5456.0,暴走,31168.0,0,0,,"['acting rashly', 'running wildly', 'behaving recklessly', 'rampaging']",,
5457.0,文化放送,31152.0,0,0,,['Munhwa Broadcasting Corporation'],,
5458.0,成形,31148.0,0,0,,"['forming', 'shaping', 'fashioning']",,
5459.0,招待,31147.0,1,1,N4,['invitation'],,N4
5460.0,代行,31144.0,0,0,,"['acting as agent', ""acting on (someone's) behalf"", 'executing business for']",,
5461.0,改変,31132.0,0,0,,"['change', 'alteration', 'modification']",,
5462.0,いす,31117.0,1,0,,"['chair', 'seat', 'stool', 'bench']",,
5463.0,ハンドボール,31113.0,0,0,,['handball'],,
5464.0,親友,31109.0,0,1,N3,"['close friend', 'bosom friend', 'buddy', 'crony', 'chum']",,N3
5465.0,創建,31103.0,0,0,,"['establishment', 'foundation']",,
5466.0,春秋,31085.0,0,0,,"['spring and autumn', 'spring and fall']",,
5467.0,ジャー,31085.0,0,0,,"['vacuum bottle', 'thermos']",,
5468.0,炉,31084.0,0,0,,"['hearth', 'fireplace']",,
5469.0,競争,31052.0,0,1,N4,"['competition', 'contest', 'rivalry', 'race']",,N4
5470.0,艦長,31048.0,0,0,,['captain (of a warship)'],,
5471.0,プログラミング,31038.0,1,0,,"['programming', 'programing']",,
5472.0,救急,31035.0,1,0,,"['first-aid', 'emergency (aid)']",,
5473.0,修道院,31032.0,0,0,,"['monastery', 'convent', 'cloister', 'abbey']",,
5474.0,に従って,31028.0,0,0,,"['in accordance with', 'according to', 'as X, then Y (e.g. as we age we gain wisdom, as wine matures it becomes more valuable, etc.)']",,
5475.0,組ん,31004.0,0,0,,['locked in a grapple'],,
5476.0,休日,31002.0,0,0,,"['holiday', 'day off']",,
5477.0,横断,30992.0,0,1,N3,"['crossing (a road, river, etc.)', 'cutting through (e.g. of a river through a town)', 'cutting across', 'intersecting (e.g. a railway track)']",,N3
5478.0,捨て,30982.0,0,0,,"['to throw away', 'to cast away', 'to dump', 'to discard']",,
5479.0,タンパク質,30976.0,0,0,,['protein'],,
5480.0,配布,30940.0,0,1,N1,['distribution'],,N1
5481.0,クリス,30933.0,0,0,,['Christmas'],,
5482.0,ふたり,30931.0,0,0,,"['two persons', 'two people', 'pair', 'couple']",,
5483.0,隊員,30926.0,0,0,,"['troops', 'group members', 'team members']",,
5484.0,クロアチア,30923.0,0,0,,['Croatia'],,
5485.0,瑞,30916.0,0,0,,['Sweden'],,
5486.0,ヴァイオリン,30914.0,0,0,,['violin'],,
5487.0,下院,30908.0,0,0,,"['lower house', 'lower legislative chamber']",,
5488.0,開拓,30907.0,0,1,N1,"['reclamation (e.g. of wasteland)', 'cultivation', 'development']",,N1
5489.0,等級,30907.0,0,1,N1,"['grade', 'class', 'degree', 'rank', 'rating', 'order', 'points']",,N1
5490.0,正直,30905.0,0,1,N3,"['honest', 'frank', 'candid', 'straightforward']",,N3
5491.0,保証,30901.0,0,1,N3,"['guarantee', 'security', 'assurance', 'pledge']",,N3
5492.0,に際して,30895.0,0,0,,"['on the occasion of', 'at the time of', 'when', 'during']",,
5493.0,故郷,30890.0,0,1,N3,"['hometown', 'birthplace', 'native place', ""one's old home""]",,N3
5494.0,リトル,30886.0,0,0,,['little'],,
5495.0,回収,30882.0,0,1,N1,"['collection', 'recovery', 'withdrawal', 'retrieval']",,N1
5496.0,交点,30867.0,0,0,,['point of intersection'],,
5497.0,蒼,30862.0,0,0,,"['blue', 'azure']",,
5498.0,東大,30861.0,0,0,,['University of Tokyo (abbr)'],,
5499.0,稔,30847.0,0,0,,"['to bear fruit', 'to ripen']",,
5500.0,必須,30842.0,0,0,,"['indispensable', 'essential', 'requisite', 'required', 'compulsory', 'necessary']",,
5501.0,河内,30834.0,0,0,,['Hanoi (Vietnam)'],,
5502.0,靴,30829.0,1,1,N5,"['shoe', 'shoes', 'boots', 'footwear', 'footgear']",,N5
5503.0,後任,30828.0,0,0,,['successor'],,
5504.0,クリック,30815.0,1,0,,['(mouse) click'],,
5505.0,原理,30808.0,0,1,N2,"['principle', 'theory', 'fundamental truth']",,N2
5506.0,目安,30802.0,0,1,N2,"['criterion', 'standard', 'yardstick', 'reference', 'aim']",,N2
5507.0,正しく,30796.0,0,1,N1,"['certainly', 'surely', 'undoubtedly', 'evidently', 'really', 'truly']",,N1
5508.0,フェア,30784.0,0,0,,['fair'],,
5509.0,貼ら,30760.0,0,0,,"['to stick', 'to paste', 'to affix']",,
5510.0,補給,30705.0,0,1,N1,"['supply', 'supplying', 'replenishment']",,N1
5511.0,村立,30702.0,0,0,,"['established by a village', 'village (school, library, etc.)']",,
5512.0,市外,30700.0,0,0,,"['outside the city', 'suburbs']",,
5513.0,捕手,30693.0,0,0,,['catcher'],,
5514.0,復元,30692.0,0,0,,"['restoration (to the original state or location)', 'reconstruction', 'restitution']",,
5515.0,ジョーンズ,30689.0,0,0,,['Jones'],,
5516.0,装飾,30684.0,0,1,N1,"['ornament', 'decoration']",,N1
5517.0,昆虫,30679.0,0,1,N1,"['insect', 'bug']",,N1
5518.0,図る,30671.0,0,1,N1,"['to plan', 'to attempt', 'to devise']",,N1
5519.0,所持,30666.0,0,1,N1,"['possession', ""having (on one's person)"", 'carrying (with one)']",,N1
5520.0,弘前,30661.0,0,0,,['Hirosaki (city in Aomori)'],,
5521.0,佐世保,30660.0,0,0,,['Sasebo (city)'],,
5522.0,やら,30655.0,0,0,,"['what with A and B', 'such things as A and B', 'A and B and so on', 'A and B and the like']",,
5523.0,教科書,30655.0,0,1,N3,"['textbook', 'coursebook', 'schoolbook']",,N3
5524.0,近郊,30652.0,0,1,N1,"['outskirts', 'environs (of a city)', 'surrounding area', 'surroundings']",,N1
5525.0,さよなら,30650.0,0,0,,"['goodbye', 'so long', 'farewell']",,
5526.0,スロバキア,30649.0,0,0,,['Slovakia'],,
5527.0,出資,30644.0,0,0,,"['investment', 'contribution', 'financing']",,
5528.0,医薬品,30635.0,0,0,,"['medical and pharmaceutical products', 'medicinal supplies', 'drugs', 'pharmaceuticals', 'medicine']",,
5529.0,特番,30633.0,0,0,,"['special radio or television programme', 'television special']",,
5530.0,フォワード,30624.0,0,0,,"['forward (position)', 'attacker']",,
5531.0,次々,30621.0,0,1,N3,"['in succession', 'one by one']",,N3
5532.0,明治大学,30604.0,0,0,,['Meiji University'],,
5533.0,相続,30600.0,0,1,N3,['succession'],,N3
5534.0,恐竜,30595.0,0,0,,['dinosaur'],,
5535.0,積,30586.0,0,0,,['product'],,
5536.0,下関,30579.0,0,0,,['Xiaguan'],,
5537.0,広瀬,30571.0,0,0,,['Hirose'],,
5538.0,感じる,30565.0,0,1,N3,"['to feel', 'to sense', 'to experience']",,N3
5539.0,西田,30547.0,0,0,,['Nishida'],,
5540.0,リスナー,30530.0,0,0,,['(radio) listener'],,
5541.0,アダルト,30527.0,0,0,,['adult'],,
5542.0,棒,30519.0,1,1,N3,"['pole', 'rod', 'stick', 'baton']",,N3
5543.0,リオデジャネイロ,30515.0,0,0,,['Rio de Janeiro (Brazil)'],,
5544.0,まとめる,30513.0,0,0,,"['to collect', 'to put (it all) together', 'to integrate', 'to consolidate', 'to unify']",,
5545.0,子爵,30509.0,0,0,,['viscount'],,
5546.0,卓,30507.0,1,0,,"['table', 'desk']",,
5547.0,単発,30499.0,0,0,,"['firing one shot at a time', 'single-shot gun']",,
5548.0,封,30491.0,0,1,N1,['seal'],,N1
5549.0,就職,30473.0,0,1,N3,"['finding employment', 'getting a job']",,N3
5550.0,改定,30460.0,0,1,N1,"['revision (of a rule, price, etc.)', 'alteration', 'change']",,N1
5551.0,島津,30459.0,0,0,,['Shimazu'],,
5552.0,公司,30450.0,0,0,,"['company (in China)', 'firm']",,
5553.0,美人,30448.0,0,1,N3,"['beautiful woman', '(a) beauty']",,N3
5554.0,充,30435.0,0,0,,"['enough', 'sufficient', 'plenty', 'adequate', 'satisfactory']",,
5555.0,書記,30432.0,0,0,,"['clerk', 'secretary']",,
5556.0,確実,30418.0,0,1,N3,"['certain', 'sure', 'definite', 'reliable', 'sound', 'solid', 'safe', 'secure']",,N3
5557.0,勅,30414.0,0,0,,"['imperial decree', 'imperial edict']",,
5558.0,一人物,30409.0,0,0,,"['person to be reckoned with', 'person of importance']",,
5559.0,航路,30405.0,0,0,,"['(air or sea) route', 'course', 'line', 'run']",,
5560.0,シャー,30395.0,0,0,,['whoosh (of water)'],,
5561.0,宮殿,30391.0,0,1,N1,['palace'],,N1
5562.0,探検,30384.0,0,1,N1,"['exploration', 'expedition']",,N1
5563.0,ポート,30376.0,0,0,,"['port', 'harbor']",,
5564.0,番線,30374.0,0,0,,"['track number', 'platform number']",,
5565.0,糸,30366.0,1,1,N4,"['thread', 'yarn', 'string']",,N4
5566.0,伴っ,30365.0,0,0,,"['to accompany', 'to go hand in hand with', 'to be consequent upon']",,
5567.0,夜間,30361.0,0,1,N2,"['night', 'nighttime']",,N2
5568.0,かみ,30360.0,0,0,,['paper'],,
5569.0,米ドル,30343.0,0,0,,"['US dollar', 'USD']",,
5570.0,タンク,30338.0,0,0,,"['tank (of fluid)', 'cistern', 'vat']",,
5571.0,グラウンド,30335.0,0,0,,"['field', 'sports ground', 'sports oval', 'playground']",,
5572.0,周り,30334.0,0,1,N4,"['circumference', 'girth']",,N4
5573.0,邦,30333.0,0,0,,"['country', 'state']",,
5574.0,フィクション,30322.0,1,0,,['fiction'],,
5575.0,否,30321.0,0,1,N3,['no'],,N3
5576.0,妖精,30305.0,0,0,,"['fairy', 'sprite', 'elf']",,
5577.0,スマート,30290.0,0,0,,"['smart (clothing, etc.)', 'stylish']",,
5578.0,木曜日,30283.0,0,1,N5,['Thursday'],,N5
5579.0,受信,30281.0,0,0,,"['receiving (a message, letter, email, etc.)', 'reception (radio, TV, etc.)']",,
5580.0,プリンセス,30277.0,0,0,,['princess'],,
5581.0,トーマス,30277.0,0,0,,['Thomas G. W. Settle'],,
5582.0,品質,30270.0,0,1,N1,['quality (of a product or a service)'],,N1
5583.0,打点,30263.0,0,0,,"['runs batted in', 'RBI']",,
5584.0,競合,30256.0,0,0,,"['contention', 'competition', 'rivalry', 'quarrel']",,
5585.0,箱根,30253.0,0,0,,['1098 Hakone'],,
5586.0,弓,30248.0,1,1,N1,['bow (weapon)'],,N1
5587.0,ボイス,30242.0,0,0,,['voice'],,
5588.0,渡り,30239.0,0,0,,"['crossing', 'passage', 'transit']",,
5589.0,尾張,30235.0,0,0,,['Owari (former province located in the west of present-day Aichi Prefecture)'],,
5590.0,表し,30226.0,0,0,,"['cover (of a book, magazine, etc.)', 'binding']",,
5591.0,余り,30222.0,0,1,N3,"['remainder', 'remnant', 'rest', 'balance', 'surplus', 'remains (of a meal)', 'leftovers']",,N3
5592.0,聞か,30212.0,0,0,,"['to let (someone) hear', 'to tell (e.g. a story)', 'to inform (of)']",,
5593.0,鉱山,30203.0,0,1,N1,['mine (ore)'],,N1
5594.0,敗戦,30203.0,0,1,N1,"['defeat', 'lost battle', 'losing a war']",,N1
5595.0,靖,30187.0,0,0,,['Yasukuni Shrine'],,
5596.0,スポット,30181.0,0,0,,"['spot', 'dot', 'mark']",,
5597.0,理想,30180.0,0,1,N3,"['ideal', 'ideals']",,N3
5598.0,県民,30180.0,0,0,,"['resident of a prefecture', 'citizen of a prefecture']",,
5599.0,先端,30177.0,0,1,N2,"['pointed end', 'tip', 'point', 'cusp (of a leaf, crescent moon, etc.)', 'apex (of a curve)']",,N2
5600.0,長年,30177.0,0,0,,"['many years', 'a long time']",,
5601.0,太平洋戦争,30172.0,0,0,,['Pacific War (1941-1945)'],,
5602.0,イスラム,30172.0,0,0,,['Islam'],,
5603.0,聞く,30166.0,0,1,N5,['to hear'],,N5
5604.0,背,30164.0,1,1,N5,['back'],,N5
5605.0,終,30158.0,1,1,N3,"['end', 'ending', 'close', 'conclusion']",,N3
5606.0,反省,30156.0,0,1,N2,"['reflection', 'reconsideration', 'introspection', 'meditation', 'contemplation']",,N2
5607.0,奉行,30153.0,0,0,,"['magistrate', 'shogunate administrator']",,
5608.0,軍艦,30151.0,1,1,N1,"['warship', 'battleship']",,N1
5609.0,プロセス,30151.0,0,0,,['process'],,
5610.0,プラットフォーム,30150.0,0,0,,['platform'],,
5611.0,石橋,30145.0,0,0,,['stone bridge'],,
5612.0,変わら,30140.0,0,0,,"['constant', 'invariant']",,
5613.0,谷口,30130.0,0,0,,['Taniguchi Jiro- (1947-)'],,
5614.0,但し,30129.0,0,1,N2,"['but', 'however', 'provided that']",,N2
5615.0,ペット,30127.0,1,0,,['pet'],,
5616.0,秋元,30115.0,0,0,,['Junko Akimoto'],,
5617.0,先頭,30115.0,0,1,N2,"['head (of a line, group, etc.)', 'front', 'lead', 'forefront', 'vanguard']",,N2
5618.0,宇宙船,30109.0,0,0,,['spaceship'],,
5619.0,サンデー,30097.0,0,0,,['sundae'],,
5620.0,境内,30097.0,0,0,,"['grounds (esp. of shrines and temples)', 'compound', 'churchyard', 'precincts']",,
5621.0,望む,30094.0,0,1,N3,"['to desire', 'to want', 'to wish for', 'to hope for']",,N3
5622.0,サブタイトル,30089.0,0,0,,['subtitle'],,
5623.0,話す,30086.0,0,1,N5,"['to talk', 'to speak', 'to converse', 'to chat']",,N5
5624.0,緒,30081.0,0,0,,"['beginning', 'start', 'first step']",,
5625.0,ローマ字,30079.0,0,1,N1,"['Latin alphabet', 'Roman alphabet']",,N1
5626.0,改編,30058.0,0,0,,"['reorganization', 'reorganisation']",,
5627.0,ペア,30057.0,0,0,,"['pair', 'set of two']",,
5628.0,黄色,30050.0,0,1,N5,"['yellow', 'amber']",,N5
5629.0,速報,30045.0,0,0,,"['news flash', 'prompt report', 'bulletin', 'quick announcement']",,
5630.0,相対,30040.0,0,1,N1,"['involving only the parties concerned', 'tete-a-tete']",,N1
5631.0,不安,30035.0,0,1,N3,"['anxiety', 'uneasiness', 'worry', 'apprehension', 'fear', 'insecurity', 'suspense']",,N3
5632.0,飛行場,30032.0,0,1,N4,"['airfield', 'airport']",,N4
5633.0,庭,30031.0,1,1,N5,"['garden', 'yard', 'courtyard']",,N5
5634.0,大河ドラマ,30029.0,0,0,,"['large-scale, long-running TV series (esp. of period pieces produced by NHK)']",,
5635.0,民営,30025.0,0,0,,['private management'],,
5636.0,飛行機,30025.0,0,1,N5,"['airplane', 'aeroplane', 'plane', 'aircraft']",,N5
5637.0,過ごし,30017.0,0,0,,"['to spend (time)', 'to pass', 'to lead (a life)', 'to live']",,
5638.0,通う,30014.0,0,1,N4,"['to go to and from (a place)', 'to go back and forth between', 'to run between (e.g. bus, train, etc.)', 'to ply between']",,N4
5639.0,レーダー,30014.0,0,0,,['radar'],,
5640.0,移民,30011.0,0,1,N1,"['immigration', 'emigration']",,N1
5641.0,唯,30004.0,0,1,N3,"['ordinary', 'common', 'usual']",,N3
5642.0,名人,30004.0,0,1,N3,"['master', 'expert']",,N3
5643.0,フェラーリ,29994.0,0,0,,['Ferrari'],,
5644.0,セントラル,29993.0,0,0,,['central'],,
5645.0,配備,29983.0,0,0,,"['deployment', 'disposition', 'posting', 'stationing']",,
5646.0,リズム,29982.0,0,0,,['rhythm'],,
5647.0,トランス,29980.0,0,0,,['transformer'],,
5648.0,めい,29978.0,1,0,,['niece'],,
5649.0,終戦,29976.0,0,0,,"['end of war', 'cessation of hostilities']",,
5650.0,フェリー,29971.0,0,0,,['ferry'],,
5651.0,西口,29970.0,0,0,,"['west entrance', 'west exit']",,
5652.0,貼る,29948.0,0,1,N5,"['to stick', 'to paste', 'to affix']",,N5
5653.0,水準,29923.0,0,1,N3,"['level', 'standard']",,N3
5654.0,毒,29913.0,1,1,N3,"['poison', 'toxicant']",,N3
5655.0,クソ,29912.0,0,0,,"['damn', 'damn it', 'shit', 'crap']",,
5656.0,特技,29908.0,0,1,N1,['special skill'],,N1
5657.0,統括,29907.0,0,0,,"['unification', 'bringing together', 'generalization']",,
5658.0,墜落,29895.0,0,1,N1,"['fall', 'crash (of an aircraft)']",,N1
5659.0,予約,29889.0,0,1,N4,"['reservation', 'appointment', 'booking', 'advance order']",,N4
5660.0,ボーイ,29885.0,0,0,,['boy'],,
5661.0,水曜日,29885.0,0,1,N5,['Wednesday'],,N5
5662.0,付け方,29878.0,0,0,,['way of affixing something'],,
5663.0,戻り,29878.0,0,0,,"['return', 'reaction', 'recovery']",,
5664.0,実用,29877.0,0,1,N2,"['practical use', 'utility']",,N2
5665.0,エル,29874.0,0,0,,"['L', 'l']",,
5666.0,共産,29851.0,0,1,N1,['communism'],,N1
5667.0,二郎,29850.0,0,0,,['second son'],,
5668.0,高岡,29847.0,0,0,,['Takaoka'],,
5669.0,＠,29846.0,0,0,,"['@ sign', 'at sign', 'at symbol']",,
5670.0,福音,29834.0,0,0,,"['good news', 'glad tidings']",,
5671.0,新井,29829.0,0,0,,['Arai'],,
5672.0,パーティー,29821.0,1,0,,['party (social gathering)'],,
5673.0,不可,29820.0,0,1,N3,"['wrong', 'bad', 'improper', 'unjustifiable', 'inadvisable']",,N3
5674.0,明石,29815.0,0,0,,['Japanese repair ship Akashi'],,
5675.0,経済学部,29810.0,0,0,,"['department of economics', 'faculty of economics']",,
5676.0,車線,29793.0,0,0,,"['traffic lane', 'road lane']",,
5677.0,要因,29792.0,0,1,N1,"['main cause', 'primary factor']",,N1
5678.0,広い,29780.0,0,1,N5,"['spacious', 'vast', 'wide']",,N5
5679.0,脇,29770.0,0,1,N3,"['armpit', ""under one's arm"", 'side', 'flank']",,N3
5680.0,芸,29750.0,0,0,,"['art', 'craft', 'accomplishment', 'artistic skill', 'technique', 'performance']",,
5681.0,酵素,29748.0,0,0,,['enzyme'],,
5682.0,モノ,29745.0,0,0,,['mono'],,
5683.0,協奏曲,29735.0,0,0,,['concerto'],,
5684.0,数多く,29734.0,0,0,,['in great numbers'],,
5685.0,きよう,29729.0,0,0,,"['skillful', 'skilful', 'adroit', 'dexterous', 'dextrous', 'deft', 'nimble', 'handy']",,
5686.0,戦力,29727.0,0,1,N1,"['war potential', 'military strength', 'fighting power']",,N1
5687.0,弦,29721.0,0,0,,['bowstring'],,
5688.0,テーブル,29721.0,1,0,,['table'],,
5689.0,主任,29721.0,0,1,N1,"['person in charge', 'senior staff', 'manager', 'chief', 'head']",,N1
5690.0,未定,29710.0,0,1,N1,"['not yet fixed', 'undecided', 'pending', 'TBD']",,N1
5691.0,才,29709.0,0,0,,"['ability', 'gift', 'talent', 'aptitude', 'genius']",,
5692.0,車庫,29694.0,1,1,N2,"['garage', 'carport', 'depot (for trains, buses, etc.)', 'carbarn']",,N2
5693.0,レン,29692.0,0,0,,['brick'],,
5694.0,ついに,29685.0,0,0,,"['finally', 'in the end', 'at last']",,
5695.0,報知,29682.0,0,0,,"['information', 'news', 'intelligence']",,
5696.0,芳,29682.0,0,0,,"['aromatic (roasted beans, roasted tea, etc.)', 'fragrant (e.g. burning wood)', 'pleasant-smelling', 'savory-smelling (e.g. barbecued meat)', 'savoury', 'appetizing']",,
5697.0,護,29678.0,0,0,,"['to protect', 'to guard', 'to defend']",,
5698.0,もう少し,29666.0,0,0,,"['a bit more', 'a bit longer']",,
5699.0,バージニア,29634.0,0,0,,['Virginia'],,
5700.0,パンチ,29633.0,0,0,,['punch (with the fist)'],,
5701.0,フォーミュラ,29624.0,0,0,,['formula'],,
5702.0,併記,29621.0,0,0,,"['writing side by side', 'writing (down) together', 'writing (down) both']",,
5703.0,怪人,29621.0,0,0,,['mysterious person'],,
5704.0,振り,29620.0,0,1,N1,"['swing', 'shake', 'sweep', 'wave', 'wag']",,N1
5705.0,つくば,29618.0,0,0,,"['to crouch', 'to squat', 'to cower']",,
5706.0,制服,29599.0,0,1,N1,['uniform'],,N1
5707.0,助演,29594.0,0,0,,"['supporting performance', 'playing a supporting role']",,
5708.0,東山,29582.0,0,0,,"['eastern mountains', 'mountains to the east']",,
5709.0,ノン,29580.0,0,0,,['non-'],,
5710.0,プロイセン,29578.0,0,0,,['Prussia'],,
5711.0,利き,29571.0,0,0,,"['effectiveness', 'efficacy', 'efficaciousness']",,
5712.0,打者,29571.0,0,0,,['batter'],,
5713.0,キューバ,29561.0,0,0,,['Cuba'],,
5714.0,支局,29555.0,0,0,,['branch office'],,
