Rank,Word,Occurrences,Duolingo_Words,JLPT_Words,JLPT_Level
7127,堀江,21892,0,0,
7128,文言,21890,0,0,
7129,大崎,21889,0,0,
7130,丹後,21886,0,0,
7131,喪失,21882,0,0,
7132,アイデア,21880,0,0,
7133,バード,21875,0,0,
7134,事象,21875,0,0,
7135,横綱,21873,0,1,N1
7136,怪物,21871,0,0,
7137,並べ,21870,0,0,
7138,都道,21863,0,0,
7139,アイオワ,21863,0,0,
7140,エレクトリック,21860,0,0,
7141,南口,21855,0,0,
7142,後日,21852,0,0,
7143,勝率,21851,0,0,
7144,家督,21837,0,0,
7145,広がり,21835,0,0,
7146,シュート,21832,0,0,
7147,炭素,21828,0,1,N1
7148,ミシガン,21828,0,0,
7149,◆,21825,0,0,
7150,友好,21824,0,1,N2
7151,光学,21821,0,0,
7152,地方裁判所,21818,0,0,
7153,大事,21816,0,1,N4
7154,法廷,21814,0,1,N1
7155,導,21811,0,0,
7156,小田急,21807,0,0,
7157,現況,21797,0,0,
7158,どうしても,21796,0,1,N3
7159,総覧,21794,0,0,
7160,盗塁,21773,0,0,
7161,釜山,21767,0,0,
7162,山手,21766,0,0,
7163,尊重,21760,1,1,N3
7164,焼,21754,0,0,
7165,従う,21752,0,1,N3
7166,▲,21751,0,0,
7167,排気,21749,0,0,
7168,所要,21744,0,0,
7169,間隔,21731,0,1,N2
7170,戯曲,21727,0,1,N1
7171,フォーム,21724,0,0,
7172,切り替え,21705,0,0,
7173,河北,21699,0,0,
7174,直人,21687,0,0,
7175,アンダー,21684,0,0,
7176,片山,21679,0,0,
7177,郵政,21678,0,0,
7178,従軍,21673,0,0,
7179,伝わる,21672,0,1,N2
7180,去っ,21671,0,0,
7181,プラチナ,21665,0,0,
7182,尻,21659,1,1,N3
7183,えり,21658,0,0,
7184,本尊,21648,0,0,
7185,教団,21642,0,0,
7186,剣道,21640,0,0,
7187,事物,21631,0,0,
7188,修道,21619,0,0,
7189,ガード,21618,0,0,
7190,お前,21611,0,0,
7191,長調,21610,0,0,
7192,ひん,21607,1,0,
7193,就役,21606,0,0,
7194,ひみ,21606,0,0,
7195,貝,21591,1,1,N2
7196,学芸,21591,0,1,N1
7197,脱,21587,0,0,
7198,降板,21585,0,0,
7199,早川,21580,0,0,
7200,播磨,21570,0,0,
7201,難波,21566,0,0,
7202,ふれ,21557,0,0,
7203,防,21554,1,0,
7204,科目,21534,1,1,N3
7205,倒れ,21532,0,0,
7206,サクラ,21530,0,0,
7207,宮田,21526,0,0,
7208,儀式,21526,0,1,N2
7209,麺,21525,1,0,
7210,ジン,21523,0,0,
7211,下し,21523,0,0,
7212,頂け,21520,0,0,
7213,グラフィック,21516,0,0,
7214,探す,21515,0,1,N4
7215,わか,21513,0,0,
7216,議,21511,0,0,
7217,サーバ,21508,0,0,
7218,元素,21505,0,1,N1
7219,天津,21503,0,0,
7220,選び,21498,0,0,
7221,刷,21495,0,0,
7222,種族,21491,0,0,
7223,勇気,21486,1,1,N3
7224,検事,21483,0,1,N1
7225,サンケイ,21474,0,0,
7226,ノースカロライナ,21468,0,0,
7227,貴重,21467,0,1,N3
7228,濃度,21467,0,1,N2
7229,寛政,21465,0,0,
7230,ユニバーシアード,21465,0,0,
7231,ポニーキャニオン,21461,0,0,
7232,芽,21461,0,1,N3
7233,まして,21460,0,0,
7234,淡路,21454,0,0,
7235,ブックス,21452,0,0,
7236,配属,21436,0,0,
7237,和解,21436,0,0,
7238,だって,21428,0,0,
7239,身分,21426,0,1,N2
7240,岡部,21421,0,0,
7241,トリオ,21418,0,0,
7242,デー,21418,0,0,
7243,楼,21410,0,0,
7244,紀元,21405,0,0,
7245,三国志,21397,0,0,
7246,型式,21392,0,0,
7247,起こり,21380,0,0,
7248,発注,21376,0,0,
7249,セキュリティ,21376,0,0,
7250,幽霊,21374,1,1,N1
7251,汚染,21365,1,1,N3
7252,侯爵,21362,0,0,
7253,小屋,21361,0,1,N3
7254,接する,21360,0,1,N2
7255,商号,21359,0,0,
7256,キャップ,21357,1,0,
7257,知名度,21357,0,0,
7258,併用,21356,0,0,
7259,工程,21350,0,0,
7260,ぼう,21347,1,0,
7261,愛さ,21340,0,0,
7262,小西,21335,0,0,
7263,改題,21331,0,0,
7264,マーティン,21327,0,0,
7265,優しい,21317,0,1,N4
7266,バーチャル,21316,0,0,
7267,台東,21308,0,0,
7268,教徒,21303,0,0,
7269,ハミルトン,21297,0,0,
7270,実名,21292,0,0,
7271,要覧,21286,0,0,
7272,魔法使い,21282,0,0,
7273,徹底,21278,0,1,N3
7274,浅井,21274,0,0,
7275,楠,21272,0,0,
7276,垂直,21272,0,1,N2
7277,山頂,21271,0,0,
7278,祝日,21269,0,1,N2
7279,耕,21266,0,0,
7280,句,21247,0,1,N3
7281,滅亡,21240,0,1,N1
7282,チケット,21235,0,0,
7283,危惧,21229,0,0,
7284,メス,21203,0,0,
7285,並ぶ,21202,0,1,N5
7286,いじめ,21200,0,0,
7287,所収,21197,0,0,
7288,いっぱい,21191,0,0,
7289,焼き,21188,0,0,
7290,紀行,21183,0,0,
7291,笑い,21183,0,1,N3
7292,鳥類,21168,0,0,
7293,上述,21167,0,0,
7294,順次,21164,0,0,
7295,小規模,21163,0,0,
7296,自信,21162,1,1,N1
7297,超人,21162,0,0,
7298,ともかく,21161,0,0,
7299,和也,21157,0,0,
7300,食料,21148,0,1,N3
7301,健二,21143,0,0,
7302,笠,21138,0,0,
7303,杏,21134,0,0,
7304,アイヌ,21133,0,0,
7305,叙任,21133,0,0,
7306,嶋,21132,0,0,
7307,中佐,21131,0,0,
7308,指針,21128,0,0,
7309,まね,21128,0,0,
7310,パパ,21126,0,0,
7311,考古学,21124,0,1,N1
7312,この間,21120,0,1,N1
7313,拉致,21113,0,0,
7314,与,21111,1,0,
7315,都心,21108,0,1,N2
7316,松島,21094,0,0,
7317,ネズミ,21093,0,0,
7318,違和感,21093,0,0,
7319,数え,21086,0,0,
7320,みずほ,21080,0,0,
7321,珍しい,21079,0,1,N4
7322,吉川弘文館,21078,0,0,
7323,最小,21078,0,0,
7324,風俗,21074,0,1,N1
7325,最適,21074,0,0,
7326,あま,21068,0,0,
7327,バイ,21067,0,0,
7328,北斗,21063,0,0,
7329,開き,21060,0,0,
7330,陥っ,21060,0,0,
7331,クラーク,21053,0,0,
7332,開く,21046,0,1,N5
7333,親衛隊,21039,0,0,
7334,極端,21039,0,1,N1
7335,中退,21037,0,0,
7336,益,21034,0,0,
7337,大蔵省,21031,0,0,
7338,制し,21018,0,0,
7339,膝,21017,1,1,N3
7340,ガーデン,21016,0,0,
7341,サマー,21013,0,0,
7342,詐欺,21010,0,1,N1
7343,眼鏡,21010,0,1,N5
7344,か所,21010,0,0,
7345,情熱,21005,0,1,N1
7346,三角,21005,0,1,N2
7347,日本ハム,21005,0,0,
7348,ファー,21000,0,0,
7349,サスペンション,20994,0,0,
7350,最古,20992,0,0,
7351,残留,20992,0,0,
7352,洪,20979,0,0,
7353,大沢,20979,0,0,
7354,アイスホッケー,20977,0,0,
7355,太鼓,20974,0,1,N2
7356,モータースポーツ,20973,0,0,
7357,住人,20965,0,0,
7358,配列,20960,0,1,N1
7359,ふい,20953,0,0,
7360,母音,20940,0,0,
7361,負,20938,0,0,
7362,邦題,20937,0,0,
7363,火星,20927,0,1,N1
7364,こま,20922,0,0,
7365,エンジニア,20921,1,0,
7366,製作所,20919,0,0,
7367,前面,20919,0,0,
7368,三つ,20917,0,1,N5
7369,ちや,20914,0,0,
7370,徳間書店,20911,0,0,
7371,こころ,20907,0,0,
7372,発行済,20901,0,0,
7373,スタンド,20898,0,0,
7374,パラダイス,20895,0,0,
7375,歩行,20894,1,0,
7376,狩り,20887,0,0,
7377,グッド,20885,0,0,
7378,孤立,20884,0,1,N1
7379,雀,20881,0,0,
7380,助言,20880,1,1,N1
7381,泊,20876,0,1,N1
7382,互換,20870,0,0,
7383,桐,20866,0,1,N1
7384,消化,20866,0,1,N2
7385,映,20856,0,0,
7386,大内,20854,0,0,
7387,定時,20852,0,0,
7388,ダービー,20852,0,0,
7389,ボー,20843,0,0,
7390,宮廷,20841,0,0,
7391,きち,20841,0,0,
7392,ミラノ,20815,0,0,
7393,渡部,20815,0,0,
7394,籍,20811,0,0,
7395,はく,20808,0,0,
7396,出撃,20805,0,0,
7397,常務,20796,0,0,
7398,放っ,20796,0,0,
7399,平山,20794,0,0,
7400,敵対,20783,0,0,
7401,見方,20780,0,1,N1
7402,宜しく,20774,0,1,N1
7403,切り,20770,0,1,N1
7404,いったん,20768,0,0,
7405,小売,20767,0,1,N1
7406,相違,20763,0,1,N2
7407,かな,20759,0,0,
7408,古賀,20757,0,0,
7409,津山,20755,0,0,
7410,解禁,20755,0,0,
7411,グッズ,20753,0,0,
7412,ギャグ,20751,0,0,
7413,市区,20738,0,0,
7414,治安,20731,0,1,N1
7415,同型,20729,0,0,
7416,技法,20726,0,0,
7417,旅館,20725,0,1,N4
7418,トランプ,20710,0,0,
7419,コイン,20708,1,0,
7420,乗換,20705,0,1,N2
7421,白川,20703,0,0,
7422,迷宮,20701,0,0,
7423,ベネズエラ,20699,0,0,
7424,賛否,20696,0,0,
7425,松永,20694,0,0,
7426,追悼,20684,0,0,
7427,廃棄,20680,0,1,N1
7428,缶,20679,1,1,N3
7429,飛ぶ,20673,0,1,N5
7430,やき,20670,0,0,
7431,いくら,20670,1,0,
7432,真相,20666,0,1,N1
7433,牧師,20664,0,1,N1
7434,ぶん,20661,1,0,
7435,ワークス,20660,0,0,
7436,平等,20657,0,1,N3
7437,尽力,20655,0,0,
7438,真理,20654,0,1,N1
7439,制約,20652,0,1,N1
7440,それほど,20646,0,0,
7441,含める,20646,0,1,N2
7442,年俸,20644,0,0,
7443,メモ,20640,1,0,
7444,性的,20640,0,0,
7445,諡号,20639,0,0,
7446,図っ,20631,0,0,
7447,尺,20628,0,0,
7448,破っ,20624,0,0,
7449,意志,20623,0,1,N3
7450,取り組み,20615,0,0,
7451,ワーク,20613,0,0,
7452,鉱物,20612,1,1,N2
7453,フラン,20612,0,0,
7454,博覧,20605,0,0,
7455,藤岡,20600,0,0,
7456,誤認,20596,0,0,
7457,佐竹,20596,0,0,
7458,裁判官,20581,0,0,
7459,に際し,20578,0,0,
7460,満了,20578,0,0,
7461,パレード,20573,1,0,
7462,潜,20568,0,0,
7463,返還,20566,0,1,N1
7464,南極,20563,0,1,N2
7465,神殿,20562,0,1,N1
7466,振動,20562,0,1,N1
7467,グルメ,20559,0,0,
7468,ル・マン,20554,0,0,
7469,流用,20554,0,0,
7470,ロン,20543,0,0,
7471,ふら,20533,0,0,
7472,有権者,20527,0,0,
7473,軌跡,20526,0,0,
7474,統制,20525,0,1,N1
7475,菊地,20524,0,0,
7476,ひとみ,20524,0,0,
7477,地上波,20522,0,0,
7478,走り,20522,0,0,
7479,筆頭,20512,0,0,
7480,従って,20508,0,1,N1
7481,白書,20505,0,0,
7482,ラス,20502,0,0,
7483,担っ,20493,0,0,
7484,直流,20493,0,1,N2
7485,準拠,20475,0,0,
7486,球技,20473,0,0,
7487,風土記,20471,0,0,
7488,壊滅,20470,0,0,
7489,曲名,20467,0,0,
7490,警官,20461,0,1,N5
7491,遠山,20460,0,0,
7492,ちよ,20457,0,0,
7493,あし,20453,1,0,
7494,エントリー,20450,0,0,
7495,ヒロ,20441,0,0,
7496,ユーゴスラビア,20441,0,0,
7497,いつか,20439,0,0,
7498,役に立つ,20425,0,1,N4
7499,発祥,20425,0,0,
7500,もたらし,20421,0,0,
7501,作物,20417,1,1,N3
7502,巴,20416,0,0,
7503,強行,20397,0,1,N1
7504,リクエスト,20394,0,0,
7505,介入,20394,0,1,N1
7506,療養,20392,0,0,
7507,部族,20390,0,0,
7508,アワード,20389,0,0,
7509,柴,20383,0,0,
7510,広がっ,20376,0,0,
7511,曲線,20376,0,1,N2
7512,差し替え,20364,0,0,
7513,落下,20359,0,1,N1
7514,遠く,20354,0,1,N4
7515,技師,20353,0,1,N3
7516,外来,20350,0,1,N1
7517,スーツ,20347,1,0,
7518,それでは,20343,0,0,
7519,がく,20342,1,0,
7520,選択肢,20338,0,0,
7521,はじめて,20332,1,0,
7522,′,20331,0,0,
7523,奈々,20325,0,0,
7524,類型,20310,0,0,
7525,交際,20310,0,1,N3
7526,任じ,20309,0,0,
7527,ノース,20300,0,0,
7528,容姿,20297,0,0,
7529,すじ,20291,0,0,
7530,考,20284,0,0,
7531,集配,20282,0,0,
7532,殻,20282,0,1,N2
7533,パーキング,20274,0,0,
7534,活発,20274,0,1,N1
7535,東南アジア,20271,0,0,
7536,閣僚,20267,0,0,
7537,大全,20265,0,0,
7538,爪,20262,1,1,N2
7539,ファ,20261,0,0,
7540,上巻,20260,0,0,
7541,貨幣,20260,0,1,N1
7542,フィリップ,20258,0,0,
7543,取り扱い,20255,0,1,N1
7544,モナコ,20254,0,0,
7545,踊る,20253,0,1,N4
7546,誇る,20253,0,1,N1
7547,白色,20246,0,0,
7548,声明,20237,0,1,N1
7549,裸,20229,1,1,N3
7550,西郷,20222,0,0,
7551,若松,20221,0,0,
7552,合わせる,20214,0,1,N3
7553,コンクリート,20214,0,0,
7554,将校,20212,0,0,
7555,鳥居,20211,0,1,N1
7556,初日,20206,0,0,
7557,メロディ,20205,0,0,
7558,立地,20205,0,0,
7559,体力,20203,0,1,N1
7560,つながる,20188,0,0,
7561,称する,20180,0,1,N1
7562,佐倉,20179,0,0,
7563,係る,20178,0,0,
7564,左側,20177,0,0,
7565,フラッシュ,20177,0,0,
7566,鎧,20176,0,0,
7567,引き継い,20169,0,0,
7568,附,20167,0,0,
7569,臨海,20164,0,0,
7570,守り,20158,0,0,
7571,ラップ,20158,0,0,
7572,覚醒,20153,0,0,
7573,金田,20151,0,0,
7574,巣,20149,1,1,N3
7575,石炭,20149,0,1,N3
7576,反射,20146,0,1,N1
7577,下巻,20146,0,0,
7578,失踪,20142,0,0,
7579,舌,20141,1,1,N3
7580,貝塚,20138,0,0,
7581,齋藤,20136,0,0,
7582,強盗,20134,0,1,N3
7583,細かく,20130,0,0,
7584,；,20130,0,0,
7585,王女,20129,1,1,N2
7586,遺伝,20128,0,0,
7587,ナポレオン,20126,0,0,
7588,カルチャー,20125,0,0,
7589,スケジュール,20123,1,0,
7590,水谷,20121,0,0,
7591,名作,20114,0,1,N2
7592,所沢,20106,0,0,
7593,買っ,20105,0,0,
7594,帆,20099,0,0,
7595,食糧,20096,0,1,N3
7596,針,20093,0,1,N3
7597,アルメニア,20081,0,0,
7598,伝達,20079,0,1,N1
7599,富士山,20078,0,0,
7600,キャッシュ,20074,0,0,
7601,軽量,20074,0,0,
7602,解雇,20070,0,0,
7603,東北大学,20069,0,0,
7604,友情,20068,1,1,N3
7605,宙,20065,0,0,
7606,婚約,20063,0,1,N3
7607,東京ドーム,20062,0,0,
7608,大友,20061,0,0,
7609,結ば,20054,0,0,
7610,爾,20053,0,0,
7611,大社,20047,0,0,
7612,連動,20039,0,0,
7613,用品,20035,0,1,N1
7614,麻衣,20030,0,0,
7615,児玉,20030,0,0,
7616,後年,20025,0,0,
7617,真言宗,20023,0,0,
7618,タイミング,20022,0,0,
7619,幹線,20019,1,1,N1
7620,主将,20017,0,0,
7621,小中,20004,0,0,
7622,手続,20002,0,0,
7623,ふろ,20001,1,0,
7624,好み,19991,0,1,N3
7625,あくまでも,19988,0,0,
7626,メイク,19987,0,0,
7627,手前,19987,0,1,N2
7628,メアリー,19984,0,0,
7629,山村,19978,0,0,
7630,要する,19973,0,1,N1
7631,芝居,19972,0,1,N3
7632,主人,19969,0,0,
7633,中傷,19965,0,1,N1
7634,育,19964,0,0,
7635,ジャム,19962,0,0,
7636,公報,19961,0,0,
7637,概ね,19959,0,0,
7638,潜入,19957,0,1,N1
7639,ニュージャージー,19955,0,0,
7640,ミュージアム,19952,0,0,
7641,公明党,19944,0,0,
7642,捷,19940,0,0,
7643,樺太,19939,0,0,
7644,云々,19936,0,1,N1
7645,ボブ,19928,0,0,
7646,考古,19922,0,0,
7647,走っ,19918,0,0,
7648,中東,19909,0,0,
7649,広がる,19909,0,1,N3
7650,マイクロ,19908,0,0,
7651,狙っ,19906,0,0,
7652,ステレオ,19902,0,0,
7653,丁寧,19900,0,1,N4
7654,永田,19898,0,0,
7655,きよ,19864,0,0,
7656,党首,19862,0,0,
7657,エレベーター,19859,1,0,
7658,頭痛,19850,0,1,N3
7659,囲ま,19848,0,0,
7660,コンパクト,19842,0,0,
7661,読ま,19837,0,0,
7662,アドバイス,19836,0,0,
7663,深刻,19826,0,1,N3
7664,ローン,19818,0,0,
7665,ターン,19814,0,0,
7666,エンド,19806,0,0,
7667,京子,19801,0,0,
7668,黒川,19800,0,0,
7669,大垣,19792,0,0,
7670,吉本興業,19792,0,0,
7671,ピース,19791,0,0,
7672,評判,19788,0,1,N3
7673,だらけ,19773,0,0,
7674,仮説,19771,0,0,
7675,小室,19765,0,0,
7676,牝,19763,0,0,
7677,三原,19761,0,0,
7678,鷺,19760,0,0,
7679,金額,19757,0,1,N3
7680,喫し,19755,0,0,
7681,少々,19754,0,1,N3
7682,頻度,19746,0,0,
7683,東亜,19745,0,0,
7684,メルセデス,19744,0,0,
7685,葛,19739,0,0,
7686,トリノ,19735,0,0,
7687,青空,19731,0,0,
7688,甥,19730,1,1,N1
7689,罠,19729,1,0,
7690,足り,19728,0,0,
7691,漁港,19724,0,0,
7692,物資,19715,0,1,N1
7693,倒さ,19714,0,0,
7694,補正,19711,0,0,
7695,軍用,19701,0,0,
7696,製鉄,19701,0,1,N1
7697,起訴,19701,0,0,
7698,広東,19695,0,0,
7699,折,19692,0,0,
7700,きれ,19687,0,0,
7701,アルバイト,19677,0,0,
7702,新報,19672,0,0,
7703,順序,19670,0,1,N2
7704,貴殿,19669,0,0,
7705,薔薇,19665,0,0,
7706,恋する,19656,0,1,N1
7707,断念,19646,0,0,
7708,院長,19645,0,0,
7709,チップ,19641,0,0,
7710,広島東洋カープ,19635,0,0,
7711,あめ,19624,1,0,
7712,ボルト,19611,0,0,
7713,公用,19608,0,1,N1
7714,組み,19604,0,0,
7715,＊,19603,0,0,
7716,ロマンス,19602,0,0,
7717,糖,19596,0,0,
7718,お答え,19595,0,0,
7719,対空,19592,0,0,
7720,追,19585,0,0,
7721,たて,19580,0,0,
7722,孔,19572,0,0,
7723,戒名,19571,0,0,
7724,至ら,19561,0,0,
7725,太子,19560,0,0,
7726,誤,19559,0,0,
7727,移り,19555,0,0,
7728,仮想,19555,0,0,
7729,玲,19554,0,0,
7730,恭,19553,0,0,
7731,くす,19553,0,0,
7732,カレンダー,19550,1,0,
7733,フード,19549,1,0,
7734,国民党,19546,0,0,
7735,公安,19546,0,0,
7736,パチンコ,19539,0,0,
7737,信託,19537,0,0,
7738,叔父,19536,0,0,
7739,本物,19529,0,1,N3
7740,四日市,19526,0,0,
7741,花嫁,19521,0,1,N2
7742,デスク,19516,0,0,
7743,候,19508,0,0,
7744,特異,19506,0,0,
7745,務,19504,0,0,
7746,寛永,19499,0,0,
7747,ポピュラー,19497,0,0,
7748,復刻,19496,0,0,
7749,豊川,19494,0,0,
7750,任せ,19494,0,0,
7751,気分,19494,0,1,N4
7752,オレゴン,19479,0,0,
7753,神谷,19476,0,0,
7754,マーガレット,19475,0,0,
7755,上がり,19474,0,1,N1
7756,ゆい,19471,0,0,
7757,和子,19468,0,0,
7758,繰り返さ,19465,0,0,
7759,失い,19462,0,0,
7760,無事,19458,0,1,N3
7761,熱帯,19458,0,1,N3
7762,おはよう,19455,1,0,
7763,正常,19450,0,1,N1
7764,後部,19450,0,0,
7765,手間,19446,0,1,N3
7766,やつ,19445,0,0,
7767,閉館,19445,0,0,
7768,旬,19441,0,0,
7769,アイスランド,19436,0,0,
7770,恵子,19430,0,0,
7771,訂,19428,0,0,
7772,増える,19425,0,1,N4
7773,購読,19423,0,1,N1
7774,流星,19422,0,0,
7775,宗派,19409,0,0,
7776,連装,19405,0,0,
7777,旗本,19401,0,0,
7778,隠れ,19400,0,0,
7779,究極,19400,0,1,N1
7780,規約,19392,0,1,N1
7781,待つ,19386,1,1,N5
7782,抗争,19376,0,1,N1
7783,地中海,19376,0,0,
7784,玉川,19369,0,0,
7785,南米,19368,0,1,N2
7786,望遠鏡,19367,0,1,N2
7787,許容,19365,0,1,N1
7788,阻害,19363,0,0,
7789,がた,19361,1,0,
7790,教区,19353,0,0,
7791,フェイス,19351,0,0,
7792,帯広,19338,0,0,
7793,テイラー,19335,0,0,
7794,典拠,19324,0,0,
7795,松戸,19324,0,0,
7796,エロ,19323,0,0,
7797,五月,19314,0,0,
7798,マーケティング,19308,0,0,
7799,文京,19300,0,0,
7800,抵触,19293,0,0,
7801,都区,19276,0,0,
7802,シード,19270,0,0,
7803,精霊,19270,0,0,
7804,加茂,19269,0,0,
7805,野外,19267,0,1,N1
7806,亨,19266,0,0,
7807,那須,19262,0,0,
7808,ペースト,19259,0,0,
7809,見た目,19257,0,0,
7810,すみ,19249,1,0,
7811,素晴らしい,19247,0,1,N3
7812,悪戯,19244,0,1,N1
7813,きし,19235,0,0,
7814,離,19235,0,0,
7815,即,19234,0,0,
7816,客員,19225,0,0,
7817,ドキュメント,19220,0,0,
7818,ハリー,19219,0,0,
7819,なす,19219,0,0,
7820,アンナ,19207,0,0,
7821,とこ,19206,0,0,
7822,添付,19197,0,0,
7823,三条,19196,0,0,
7824,洪水,19194,1,1,N1
7825,ストレート,19193,0,0,
7826,語源,19193,0,1,N1
7827,辞退,19185,0,1,N1
7828,主宰,19184,0,0,
7829,労働党,19183,0,0,
7830,とん,19179,0,1,N3
7831,党派,19179,0,0,
7832,っと,19175,0,0,
7833,丞,19173,0,0,
7834,不在,19166,0,1,N1
7835,懲役,19161,0,0,
7836,実録,19156,0,0,
7837,智子,19152,0,0,
7838,合う,19148,0,1,N4
7839,付く,19147,0,1,N4
7840,いり,19145,0,0,
7841,起工,19145,0,0,
7842,郭,19145,0,0,
7843,赤色,19130,0,0,
7844,向かい,19125,0,1,N3
7845,焼失,19118,0,0,
7846,襲わ,19118,0,0,
7847,専修,19117,0,1,N1
7848,リオ,19115,0,0,
7849,並び,19101,0,0,
7850,果て,19095,0,1,N1
7851,上がる,19092,0,1,N1
7852,大関,19092,0,0,
7853,ヶ所,19087,0,0,
7854,息,19082,1,1,N3
7855,文法,19079,1,1,N4
7856,電圧,19078,0,0,
7857,傾斜,19078,0,1,N1
7858,トリ,19076,0,0,
7859,地裁,19072,0,0,
7860,バット,19072,0,0,
7861,させる,19072,0,0,
7862,ラベル,19067,0,0,
7863,しら,19061,0,0,
7864,一時期,19059,0,0,
7865,退社,19057,0,0,
7866,本数,19051,0,0,
7867,烈,19042,0,0,
7868,出品,19039,0,1,N1
7869,後楽園,19037,0,0,
7870,国軍,19037,0,0,
7871,ラボ,19032,0,0,
7872,中井,19029,0,0,
7873,貧困,19024,0,1,N1
7874,入居,19023,0,0,
7875,ターボ,19012,0,0,
7876,配下,19010,0,0,
7877,エラー,19007,0,0,
7878,リス,19007,0,0,
7879,北見,19004,0,0,
7880,肯定,19000,0,1,N2
7881,乗務,18999,0,0,
7882,ナポリ,18994,0,0,
7883,サーバー,18993,0,0,
7884,公衆,18990,0,1,N2
7885,新春,18987,0,0,
7886,サウス,18983,0,0,
7887,運送,18983,0,1,N1
7888,所得,18978,0,1,N1
7889,肌,18975,1,1,N3
7890,幾何,18971,0,0,
7891,加速,18967,0,1,N2
7892,スプリング,18963,0,0,
7893,花園,18959,0,0,
7894,エミー,18956,0,0,
7895,舞鶴,18952,0,0,
7896,告げ,18946,0,0,
7897,水戸黄門,18941,0,0,
7898,れれ,18938,0,0,
7899,エンターテイメント,18935,0,0,
7900,築い,18929,0,0,
7901,ホ,18927,0,0,
7902,何故,18925,0,1,N1
7903,復旧,18921,0,1,N1
7904,全曲,18914,0,0,
7905,複製,18906,0,0,
7906,演習,18903,0,1,N1
7907,武藤,18898,0,0,
7908,荒井,18890,0,0,
7909,美穂,18886,0,0,
7910,下流,18886,0,0,
7911,洞窟,18885,1,0,
7912,羽田,18877,0,0,
7913,それなり,18874,0,0,
7914,一生,18869,0,1,N3
7915,ちか,18869,1,0,
7916,民衆,18868,0,0,
7917,ミリ,18867,0,1,N2
7918,大江,18866,0,0,
7919,攻,18866,0,0,
7920,ふれあい,18862,0,0,
7921,旋律,18854,0,0,
7922,紀要,18852,0,0,
7923,円谷,18852,0,0,
7924,ことば,18851,0,0,
7925,レーサー,18849,0,0,
7926,病床,18845,0,0,
7927,頂く,18844,0,1,N3
7928,茜,18837,0,0,
7929,中高,18833,0,0,
7930,マリー,18830,0,0,
7931,祖母,18827,1,1,N4
7932,マウス,18826,0,0,
7933,外側,18819,0,0,
7934,並,18818,0,0,
7935,屋外,18817,0,1,N2
7936,読め,18812,0,0,
7937,見つかっ,18812,0,0,
7938,スピードウェイ,18810,0,0,
7939,民事,18808,0,0,
7940,稲垣,18807,0,0,
7941,しよう,18804,0,0,
7942,原発,18803,0,0,
7943,どうか,18803,0,0,
7944,ライブラリー,18792,0,0,
7945,個性,18789,0,1,N1
7946,渡し,18787,0,0,
7947,明るい,18786,0,1,N1
7948,大学生,18785,0,1,N4
7949,大西洋,18785,0,0,
7950,焦点,18784,0,1,N2
7951,后,18781,0,0,
7952,コンゴ,18768,0,0,
7953,大都市,18766,0,0,
7954,転写,18766,0,0,
7955,エッセイ,18763,0,0,
7956,一塁,18757,0,0,
7957,タバコ,18749,0,0,
7958,二宮,18740,0,0,
7959,ちゃっ,18737,0,0,
7960,俳句,18732,0,1,N2
7961,国史,18731,0,0,
7962,皇太子,18729,0,0,
7963,悩み,18724,0,1,N1
7964,テネシー,18724,0,0,
7965,ナイター,18716,0,0,
7966,通路,18715,0,1,N2
7967,ひめ,18715,0,0,
7968,中旬,18714,0,1,N2
7969,別人,18713,0,0,
7970,銅メダル,18712,0,0,
7971,破,18707,0,0,
7972,あか,18706,0,0,
7973,とある,18699,0,0,
7974,織,18688,0,1,N1
7975,町長,18687,0,0,
7976,たびたび,18684,0,0,
7977,隼人,18683,0,0,
7978,坪,18682,0,0,
7979,公民館,18681,0,0,
7980,自衛,18680,0,1,N2
7981,称,18678,0,0,
7982,カナ,18676,0,0,
7983,らく,18675,0,0,
7984,クリエイティブ,18674,0,0,
7985,レディ,18673,0,0,
7986,決着,18672,0,0,
7987,下田,18671,0,0,
7988,割り当て,18669,0,1,N1
7989,競艇,18666,0,0,
7990,動く,18666,0,1,N4
7991,激,18666,0,0,
7992,今治,18665,0,0,
7993,バレンシア,18662,0,0,
7994,ポルノ,18660,0,0,
7995,交付,18659,0,1,N1
7996,読書,18659,0,1,N3
7997,流出,18651,0,0,
7998,精度,18643,0,0,
7999,マニア,18635,0,0,
8000,無断,18622,0,1,N1
8001,担う,18621,0,1,N1
8002,財,18621,1,1,N1
8003,長尾,18619,0,0,
8004,染色,18619,0,0,
8005,寿司,18619,0,0,
8006,桑田,18616,0,0,
8007,大丈夫,18612,0,1,N5
8008,アマ,18612,0,0,
8009,増補,18611,0,0,
8010,僅か,18608,0,1,N3
8011,ゴム,18604,0,0,
8012,変数,18602,0,0,
8013,ふみ,18601,0,0,
8014,上司,18601,1,1,N1
8015,桃山,18600,0,0,
8016,国司,18596,0,0,
8017,鶴岡,18588,0,0,
8018,バンクーバー,18586,0,0,
8019,切っ,18581,0,0,
8020,象,18579,0,1,N3
8021,やま,18578,0,0,
8022,ひまわり,18578,0,0,
8023,祈り,18568,0,1,N1
8024,相棒,18567,0,0,
8025,透,18560,0,0,
8026,ほし,18559,0,0,
8027,平面,18544,0,0,
8028,エリー,18544,0,0,
8029,浮世絵,18543,0,0,
8030,識別,18534,0,0,
8031,ドラムス,18529,0,0,
